source,target,boolean_expression,length
3,9,[[3 * 4 * 8 * 5 * 0 * 2 * 9] + [3 * 4 * 10 * 0 * 2 * 9 * -8] + [3 * 4 * 10 * 0 * 2 * 9 * 8 * -5] + [3 * 4 * 10 * 1 * 2 * 9 * -8 * 0] + [3 * 4 * 10 * 1 * 2 * 9 * 8 * -5 * 0] + [3 * 4 * 10 * 1 * 2 * 9 * 8 * 5 * 0] + [3 * 4 * 10 * 1 * 7 * 9 * -8 * 0 * -2] + [3 * 4 * 10 * 1 * 7 * 9 * -8 * 0 * -2] + [3 * 4 * 10 * 1 * 7 * 9 * 8 * -5 * 0 * -2] + [3 * 4 * 10 * 1 * 7 * 9 * 8 * -5 * 0 * -2] + [3 * 4 * 10 * 1 * 7 * 9 * 8 * 5 * 0 * -2] + [3 * 4 * 10 * 1 * 7 * 9 * 8 * 5 * 0 * -2] + [3 * 6 * 10 * 0 * 2 * 9 * -4] + [3 * 6 * 10 * 1 * 2 * 9 * -4 * 0] + [3 * 6 * 10 * 1 * 7 * 9 * -4 * 0 * -2] + [3 * 6 * 10 * 1 * 7 * 9 * -4 * 0 * -2] + [3 * 11 * 7 * 9 * -4 * -6] + [3 * 11 * 7 * 9 * -4 * 6 * -10] + [3 * 11 * 7 * 9 * -4 * 6 * 10 * 0 * -1] + [3 * 11 * 7 * 9 * -4 * 6 * 10 * 0 * -2 * -1] + [3 * 11 * 7 * 9 * 4 * -8 * -10] + [3 * 11 * 7 * 9 * 4 * -8 * 10 * 0 * -1] + [3 * 11 * 7 * 9 * 4 * -8 * 10 * 0 * -2 * -1] + [3 * 11 * 7 * 9 * 4 * 8 * -5 * -10] + [3 * 11 * 7 * 9 * 4 * 8 * -5 * 10 * 0 * -1] + [3 * 11 * 7 * 9 * 4 * 8 * -5 * 10 * 0 * -2 * -1] + [3 * 11 * 7 * 9 * 4 * 8 * 5 * 0 * -10] + [3 * 11 * 7 * 9 * 4 * 8 * 5 * 0 * 10 * -1] + [3 * 11 * 7 * 9 * 4 * 8 * 5 * 0 * -2 * -10] + [3 * 11 * 7 * 9 * 4 * 8 * 5 * 0 * -2 * 10 * -1]],30
3,10,[[3 * 4 * 10] + [3 * 6 * 10 * -4] + [3 * 11 * 7 * 1 * 10 * -4 * -6] + [3 * 11 * 7 * 9 * 2 * 0 * 10 * -4 * -6 * -1]],4
3,11,[[3 * 11]],1
4,5,[[4 * 3 * 11 * 7 * 1 * 2 * 0 * 5] + [4 * 3 * 11 * 7 * 9 * 2 * 0 * 5 * -1] + [4 * 8 * 5 * -3] + [4 * 8 * 5 * 3 * -11] + [4 * 8 * 5 * 3 * 11 * -7] + [4 * 8 * 5 * 3 * 11 * 7 * -1 * -9] + [4 * 8 * 5 * 3 * 11 * 7 * -1 * 9 * -2] + [4 * 8 * 5 * 3 * 11 * 7 * -1 * 9 * 2 * 0] + [4 * 8 * 5 * 3 * 11 * 7 * 1 * -2] + [4 * 8 * 5 * 3 * 11 * 7 * 1 * 2 * 0] + [4 * 10 * 5 * -3 * -8] + [4 * 10 * 5 * 3 * -11 * -8] + [4 * 10 * 5 * 3 * 11 * -7 * -8] + [4 * 10 * 5 * 3 * 11 * 7 * -1 * -9 * -8] + [4 * 10 * 5 * 3 * 11 * 7 * -1 * 9 * -2 * -8] + [4 * 10 * 5 * 3 * 11 * 7 * -1 * 9 * 2 * 0 * -8] + [4 * 10 * 5 * 3 * 11 * 7 * 1 * -2 * -8] + [4 * 10 * 5 * 3 * 11 * 7 * 1 * 2 * 0 * -8]],18
4,6,[[4 * 3 * 6] + [4 * 8 * 5 * 0 * 2 * 1 * 7 * 11 * 6 * -3] + [4 * 8 * 5 * 0 * 2 * 9 * 7 * 11 * 6 * -3 * -1] + [4 * 10 * 6 * -3 * -8] + [4 * 10 * 6 * -3 * 8 * -5] + [4 * 10 * 6 * -3 * 8 * 5 * 0] + [4 * 10 * 6 * -3 * 8 * 5 * 0 * -2] + [4 * 10 * 6 * -3 * 8 * 5 * 0 * 2 * -1 * -9] + [4 * 10 * 6 * -3 * 8 * 5 * 0 * 2 * -1 * 9 * -7] + [4 * 10 * 6 * -3 * 8 * 5 * 0 * 2 * -1 * 9 * 7 * -11] + [4 * 10 * 6 * -3 * 8 * 5 * 0 * 2 * 1 * -7] + [4 * 10 * 6 * -3 * 8 * 5 * 0 * 2 * 1 * 7 * -11]],12
4,7,[[4 * 3 * 11 * 7] + [4 * 8 * 5 * 0 * 2 * 1 * 7 * -3] + [4 * 8 * 5 * 0 * 2 * 1 * 7 * 3 * -11] + [4 * 8 * 5 * 0 * 2 * 9 * 7 * -3 * -1] + [4 * 8 * 5 * 0 * 2 * 9 * 7 * 3 * -11 * -1] + [4 * 10 * 0 * 2 * 9 * 7 * -3 * -8] + [4 * 10 * 0 * 2 * 9 * 7 * -3 * 8 * -5] + [4 * 10 * 0 * 2 * 9 * 7 * 3 * -11 * -8] + [4 * 10 * 0 * 2 * 9 * 7 * 3 * -11 * 8 * -5] + [4 * 10 * 1 * 7 * -3 * -8 * 0] + [4 * 10 * 1 * 7 * -3 * -8 * 0 * -2] + [4 * 10 * 1 * 7 * -3 * -8 * 0 * 2 * -9] + [4 * 10 * 1 * 7 * -3 * 8 * -5 * 0] + [4 * 10 * 1 * 7 * -3 * 8 * -5 * 0 * -2] + [4 * 10 * 1 * 7 * -3 * 8 * -5 * 0 * 2 * -9] + [4 * 10 * 1 * 7 * -3 * 8 * 5 * 0] + [4 * 10 * 1 * 7 * -3 * 8 * 5 * 0 * -2] + [4 * 10 * 1 * 7 * 3 * -11 * -8 * 0] + [4 * 10 * 1 * 7 * 3 * -11 * -8 * 0 * -2] + [4 * 10 * 1 * 7 * 3 * -11 * -8 * 0 * 2 * -9] + [4 * 10 * 1 * 7 * 3 * -11 * 8 * -5 * 0] + [4 * 10 * 1 * 7 * 3 * -11 * 8 * -5 * 0 * -2] + [4 * 10 * 1 * 7 * 3 * -11 * 8 * -5 * 0 * 2 * -9] + [4 * 10 * 1 * 7 * 3 * -11 * 8 * 5 * 0] + [4 * 10 * 1 * 7 * 3 * -11 * 8 * 5 * 0 * -2] + [4 * 10 * 6 * 11 * 7 * -3 * -8 * 0 * -1] + [4 * 10 * 6 * 11 * 7 * -3 * -8 * 0 * -2 * -1] + [4 * 10 * 6 * 11 * 7 * -3 * -8 * 0 * 2 * -9 * -1] + [4 * 10 * 6 * 11 * 7 * -3 * 8 * -5 * 0 * -1] + [4 * 10 * 6 * 11 * 7 * -3 * 8 * -5 * 0 * -2 * -1] + [4 * 10 * 6 * 11 * 7 * -3 * 8 * -5 * 0 * 2 * -9 * -1] + [4 * 10 * 6 * 11 * 7 * -3 * 8 * 5 * 0 * -1] + [4 * 10 * 6 * 11 * 7 * -3 * 8 * 5 * 0 * -2 * -1] + [4 * 10 * 6 * 11 * 7 * -3 * 8 * 5 * 0 * 2 * -1 * -9]],34
4,8,[[4 * 8]],1
4,9,[[4 * 3 * 11 * 7 * 9] + [4 * 8 * 5 * 0 * 2 * 9 * -3] + [4 * 8 * 5 * 0 * 2 * 9 * 3 * -11] + [4 * 8 * 5 * 0 * 2 * 9 * 3 * 11 * -7] + [4 * 10 * 0 * 2 * 9 * -3 * -8] + [4 * 10 * 0 * 2 * 9 * -3 * 8 * -5] + [4 * 10 * 0 * 2 * 9 * 3 * -11 * -8] + [4 * 10 * 0 * 2 * 9 * 3 * -11 * 8 * -5] + [4 * 10 * 0 * 2 * 9 * 3 * 11 * -7 * -8] + [4 * 10 * 0 * 2 * 9 * 3 * 11 * -7 * 8 * -5] + [4 * 10 * 1 * 2 * 9 * -3 * -8 * 0] + [4 * 10 * 1 * 2 * 9 * -3 * 8 * -5 * 0] + [4 * 10 * 1 * 2 * 9 * -3 * 8 * 5 * 0] + [4 * 10 * 1 * 2 * 9 * 3 * -11 * -8 * 0] + [4 * 10 * 1 * 2 * 9 * 3 * -11 * 8 * -5 * 0] + [4 * 10 * 1 * 2 * 9 * 3 * -11 * 8 * 5 * 0] + [4 * 10 * 1 * 2 * 9 * 3 * 11 * -7 * -8 * 0] + [4 * 10 * 1 * 2 * 9 * 3 * 11 * -7 * 8 * -5 * 0] + [4 * 10 * 1 * 2 * 9 * 3 * 11 * -7 * 8 * 5 * 0] + [4 * 10 * 1 * 7 * 9 * -3 * -8 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * -3 * -8 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * -3 * 8 * -5 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * -3 * 8 * -5 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * -3 * 8 * 5 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * -3 * 8 * 5 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * 3 * -11 * -8 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * 3 * -11 * -8 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * 3 * -11 * 8 * -5 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * 3 * -11 * 8 * -5 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * 3 * -11 * 8 * 5 * 0 * -2] + [4 * 10 * 1 * 7 * 9 * 3 * -11 * 8 * 5 * 0 * -2] + [4 * 10 * 6 * 11 * 7 * 9 * -3 * -8 * 0 * -1] + [4 * 10 * 6 * 11 * 7 * 9 * -3 * -8 * 0 * -2 * -1] + [4 * 10 * 6 * 11 * 7 * 9 * -3 * 8 * -5 * 0 * -1] + [4 * 10 * 6 * 11 * 7 * 9 * -3 * 8 * -5 * 0 * -2 * -1] + [4 * 10 * 6 * 11 * 7 * 9 * -3 * 8 * 5 * 0 * -1] + [4 * 10 * 6 * 11 * 7 * 9 * -3 * 8 * 5 * 0 * -2 * -1]],37
4,10,[[4 * 10]],1
4,11,[[4 * 3 * 11] + [4 * 8 * 5 * 0 * 2 * 1 * 7 * 11 * -3] + [4 * 8 * 5 * 0 * 2 * 9 * 7 * 11 * -3 * -1] + [4 * 10 * 0 * 2 * 9 * 7 * 11 * -3 * -8] + [4 * 10 * 0 * 2 * 9 * 7 * 11 * -3 * 8 * -5] + [4 * 10 * 1 * 7 * 11 * -3 * -8 * 0] + [4 * 10 * 1 * 7 * 11 * -3 * -8 * 0 * -2] + [4 * 10 * 1 * 7 * 11 * -3 * -8 * 0 * 2 * -9] + [4 * 10 * 1 * 7 * 11 * -3 * 8 * -5 * 0] + [4 * 10 * 1 * 7 * 11 * -3 * 8 * -5 * 0 * -2] + [4 * 10 * 1 * 7 * 11 * -3 * 8 * -5 * 0 * 2 * -9] + [4 * 10 * 1 * 7 * 11 * -3 * 8 * 5 * 0] + [4 * 10 * 1 * 7 * 11 * -3 * 8 * 5 * 0 * -2] + [4 * 10 * 6 * 11 * -3 * -8 * 0 * -1] + [4 * 10 * 6 * 11 * -3 * -8 * 0 * 1 * -7] + [4 * 10 * 6 * 11 * -3 * -8 * 0 * -2 * -1] + [4 * 10 * 6 * 11 * -3 * -8 * 0 * -2 * 1 * -7] + [4 * 10 * 6 * 11 * -3 * -8 * 0 * 2 * -9 * -1] + [4 * 10 * 6 * 11 * -3 * -8 * 0 * 2 * -9 * 1 * -7] + [4 * 10 * 6 * 11 * -3 * -8 * 0 * 2 * 9 * -7] + [4 * 10 * 6 * 11 * -3 * 8 * -5 * 0 * -1] + [4 * 10 * 6 * 11 * -3 * 8 * -5 * 0 * 1 * -7] + [4 * 10 * 6 * 11 * -3 * 8 * -5 * 0 * -2 * -1] + [4 * 10 * 6 * 11 * -3 * 8 * -5 * 0 * -2 * 1 * -7] + [4 * 10 * 6 * 11 * -3 * 8 * -5 * 0 * 2 * -9 * -1] + [4 * 10 * 6 * 11 * -3 * 8 * -5 * 0 * 2 * -9 * 1 * -7] + [4 * 10 * 6 * 11 * -3 * 8 * -5 * 0 * 2 * 9 * -7] + [4 * 10 * 6 * 11 * -3 * 8 * 5 * 0 * -1] + [4 * 10 * 6 * 11 * -3 * 8 * 5 * 0 * 1 * -7] + [4 * 10 * 6 * 11 * -3 * 8 * 5 * 0 * -2 * -1] + [4 * 10 * 6 * 11 * -3 * 8 * 5 * 0 * -2 * 1 * -7] + [4 * 10 * 6 * 11 * -3 * 8 * 5 * 0 * 2 * -1 * -9] + [4 * 10 * 6 * 11 * -3 * 8 * 5 * 0 * 2 * -1 * 9 * -7] + [4 * 10 * 6 * 11 * -3 * 8 * 5 * 0 * 2 * 1 * -7]],34
5,6,[[5 * 8 * 4 * 3 * 6] + [5 * 10 * 6 * -8] + [5 * 10 * 6 * 8 * -4] + [5 * 10 * 6 * 8 * 4 * -3] + [5 * 0 * 2 * 1 * 7 * 11 * 6 * -8 * -10] + [5 * 0 * 2 * 1 * 7 * 11 * 6 * 8 * -4 * -10] + [5 * 0 * 2 * 1 * 7 * 11 * 6 * 8 * 4 * -3 * -10] + [5 * 0 * 2 * 9 * 7 * 11 * 6 * -8 * -10 * -1] + [5 * 0 * 2 * 9 * 7 * 11 * 6 * 8 * -4 * -10 * -1] + [5 * 0 * 2 * 9 * 7 * 11 * 6 * 8 * 4 * -3 * -10 * -1]],10
5,7,[[5 * 8 * 4 * 3 * 11 * 7] + [5 * 10 * 1 * 7 * -8] + [5 * 10 * 1 * 7 * 8 * -4] + [5 * 10 * 1 * 7 * 8 * 4 * -3] + [5 * 10 * 1 * 7 * 8 * 4 * 3 * -11] + [5 * 10 * 4 * 3 * 11 * 7 * -8 * -1] + [5 * 10 * 6 * 11 * 7 * -8 * -1 * -4] + [5 * 10 * 6 * 11 * 7 * -8 * -1 * 4 * -3] + [5 * 10 * 6 * 11 * 7 * 8 * -4 * -1] + [5 * 10 * 6 * 11 * 7 * 8 * 4 * -3 * -1] + [5 * 0 * 2 * 1 * 7 * -8 * -10] + [5 * 0 * 2 * 1 * 7 * 8 * -4 * -10] + [5 * 0 * 2 * 1 * 7 * 8 * 4 * -3 * -10] + [5 * 0 * 2 * 1 * 7 * 8 * 4 * 3 * -11 * -10] + [5 * 0 * 2 * 9 * 7 * -8 * -10 * -1] + [5 * 0 * 2 * 9 * 7 * -8 * 10 * -1 * -4 * -6] + [5 * 0 * 2 * 9 * 7 * -8 * 10 * -1 * -4 * 6 * -11] + [5 * 0 * 2 * 9 * 7 * -8 * 10 * -1 * 4 * -3 * -6] + [5 * 0 * 2 * 9 * 7 * -8 * 10 * -1 * 4 * -3 * 6 * -11] + [5 * 0 * 2 * 9 * 7 * -8 * 10 * -1 * 4 * 3 * -11] + [5 * 0 * 2 * 9 * 7 * 8 * -4 * -10 * -1] + [5 * 0 * 2 * 9 * 7 * 8 * -4 * 10 * -1 * -6] + [5 * 0 * 2 * 9 * 7 * 8 * -4 * 10 * -1 * 6 * -11] + [5 * 0 * 2 * 9 * 7 * 8 * 4 * -3 * -10 * -1] + [5 * 0 * 2 * 9 * 7 * 8 * 4 * -3 * 10 * -1 * -6] + [5 * 0 * 2 * 9 * 7 * 8 * 4 * -3 * 10 * -1 * 6 * -11] + [5 * 0 * 2 * 9 * 7 * 8 * 4 * 3 * -11 * -10 * -1] + [5 * 0 * 2 * 9 * 7 * 8 * 4 * 3 * -11 * 10 * -1]],28
5,8,[[5 * 8]],1
5,9,[[5 * 8 * 4 * 3 * 11 * 7 * 9] + [5 * 10 * 1 * 2 * 9 * -8] + [5 * 10 * 1 * 2 * 9 * 8 * -4] + [5 * 10 * 1 * 2 * 9 * 8 * 4 * -3] + [5 * 10 * 1 * 2 * 9 * 8 * 4 * 3 * -11] + [5 * 10 * 1 * 2 * 9 * 8 * 4 * 3 * 11 * -7] + [5 * 10 * 1 * 7 * 9 * -8 * -2] + [5 * 10 * 1 * 7 * 9 * 8 * -4 * -2] + [5 * 10 * 1 * 7 * 9 * 8 * 4 * -3 * -2] + [5 * 10 * 1 * 7 * 9 * 8 * 4 * 3 * -11 * -2] + [5 * 10 * 4 * 3 * 11 * 7 * 9 * -8 * -1] + [5 * 10 * 6 * 11 * 7 * 9 * -8 * -1 * -4] + [5 * 10 * 6 * 11 * 7 * 9 * -8 * -1 * 4 * -3] + [5 * 10 * 6 * 11 * 7 * 9 * 8 * -4 * -1] + [5 * 10 * 6 * 11 * 7 * 9 * 8 * 4 * -3 * -1] + [5 * 0 * 2 * 9 * -8 * -10] + [5 * 0 * 2 * 9 * -8 * 10 * -1 * -4 * -6] + [5 * 0 * 2 * 9 * -8 * 10 * -1 * -4 * 6 * -11] + [5 * 0 * 2 * 9 * -8 * 10 * -1 * -4 * 6 * 11 * -7] + [5 * 0 * 2 * 9 * -8 * 10 * -1 * 4 * -3 * -6] + [5 * 0 * 2 * 9 * -8 * 10 * -1 * 4 * -3 * 6 * -11] + [5 * 0 * 2 * 9 * -8 * 10 * -1 * 4 * -3 * 6 * 11 * -7] + [5 * 0 * 2 * 9 * -8 * 10 * -1 * 4 * 3 * -11] + [5 * 0 * 2 * 9 * -8 * 10 * -1 * 4 * 3 * 11 * -7] + [5 * 0 * 2 * 9 * 8 * -4 * -10] + [5 * 0 * 2 * 9 * 8 * -4 * 10 * -1 * -6] + [5 * 0 * 2 * 9 * 8 * -4 * 10 * -1 * 6 * -11] + [5 * 0 * 2 * 9 * 8 * -4 * 10 * -1 * 6 * 11 * -7] + [5 * 0 * 2 * 9 * 8 * 4 * -3 * -10] + [5 * 0 * 2 * 9 * 8 * 4 * -3 * 10 * -1 * -6] + [5 * 0 * 2 * 9 * 8 * 4 * -3 * 10 * -1 * 6 * -11] + [5 * 0 * 2 * 9 * 8 * 4 * -3 * 10 * -1 * 6 * 11 * -7] + [5 * 0 * 2 * 9 * 8 * 4 * 3 * -11 * -10] + [5 * 0 * 2 * 9 * 8 * 4 * 3 * -11 * 10 * -1] + [5 * 0 * 2 * 9 * 8 * 4 * 3 * 11 * -7 * -10] + [5 * 0 * 2 * 9 * 8 * 4 * 3 * 11 * -7 * 10 * -1]],36
5,10,[[5 * 10]],1
5,11,[[5 * 8 * 4 * 3 * 11] + [5 * 10 * 1 * 7 * 11 * -8] + [5 * 10 * 1 * 7 * 11 * 8 * -4] + [5 * 10 * 1 * 7 * 11 * 8 * 4 * -3] + [5 * 10 * 4 * 3 * 11 * -8 * -1] + [5 * 10 * 4 * 3 * 11 * -8 * 1 * -7] + [5 * 10 * 6 * 11 * -8 * -1 * -4] + [5 * 10 * 6 * 11 * -8 * -1 * 4 * -3] + [5 * 10 * 6 * 11 * -8 * 1 * -7 * -4] + [5 * 10 * 6 * 11 * -8 * 1 * -7 * 4 * -3] + [5 * 10 * 6 * 11 * 8 * -4 * -1] + [5 * 10 * 6 * 11 * 8 * -4 * 1 * -7] + [5 * 10 * 6 * 11 * 8 * 4 * -3 * -1] + [5 * 10 * 6 * 11 * 8 * 4 * -3 * 1 * -7] + [5 * 0 * 2 * 1 * 7 * 11 * -8 * -10] + [5 * 0 * 2 * 1 * 7 * 11 * 8 * -4 * -10] + [5 * 0 * 2 * 1 * 7 * 11 * 8 * 4 * -3 * -10] + [5 * 0 * 2 * 9 * 7 * 11 * -8 * -10 * -1] + [5 * 0 * 2 * 9 * 7 * 11 * -8 * 10 * -1 * -4 * -6] + [5 * 0 * 2 * 9 * 7 * 11 * -8 * 10 * -1 * 4 * -3 * -6] + [5 * 0 * 2 * 9 * 7 * 11 * 8 * -4 * -10 * -1] + [5 * 0 * 2 * 9 * 7 * 11 * 8 * -4 * 10 * -1 * -6] + [5 * 0 * 2 * 9 * 7 * 11 * 8 * 4 * -3 * -10 * -1] + [5 * 0 * 2 * 9 * 7 * 11 * 8 * 4 * -3 * 10 * -1 * -6]],24
6,7,[[6 * 3 * 4 * 8 * 5 * 0 * 2 * 1 * 7] + [6 * 3 * 4 * 8 * 5 * 0 * 2 * 9 * 7 * -1] + [6 * 10 * 0 * 2 * 9 * 7 * -3] + [6 * 10 * 0 * 2 * 9 * 7 * 3 * -4] + [6 * 10 * 0 * 2 * 9 * 7 * 3 * 4 * -8] + [6 * 10 * 0 * 2 * 9 * 7 * 3 * 4 * 8 * -5] + [6 * 10 * 1 * 7 * -3 * 0] + [6 * 10 * 1 * 7 * -3 * 0 * -2] + [6 * 10 * 1 * 7 * -3 * 0 * 2 * -9] + [6 * 10 * 1 * 7 * 3 * -4 * 0] + [6 * 10 * 1 * 7 * 3 * -4 * 0 * -2] + [6 * 10 * 1 * 7 * 3 * -4 * 0 * 2 * -9] + [6 * 10 * 1 * 7 * 3 * 4 * -8 * 0] + [6 * 10 * 1 * 7 * 3 * 4 * -8 * 0 * -2] + [6 * 10 * 1 * 7 * 3 * 4 * -8 * 0 * 2 * -9] + [6 * 10 * 1 * 7 * 3 * 4 * 8 * -5 * 0] + [6 * 10 * 1 * 7 * 3 * 4 * 8 * -5 * 0 * -2] + [6 * 10 * 1 * 7 * 3 * 4 * 8 * -5 * 0 * 2 * -9] + [6 * 10 * 1 * 7 * 3 * 4 * 8 * 5 * 0] + [6 * 10 * 1 * 7 * 3 * 4 * 8 * 5 * 0 * -2] + [6 * 11 * 7 * -3 * -10] + [6 * 11 * 7 * -3 * 10 * 0 * -1] + [6 * 11 * 7 * -3 * 10 * 0 * -2 * -1] + [6 * 11 * 7 * -3 * 10 * 0 * 2 * -9 * -1] + [6 * 11 * 7 * 3 * -4 * -10] + [6 * 11 * 7 * 3 * -4 * 10 * 0 * -1] + [6 * 11 * 7 * 3 * -4 * 10 * 0 * -2 * -1] + [6 * 11 * 7 * 3 * -4 * 10 * 0 * 2 * -9 * -1] + [6 * 11 * 7 * 3 * 4 * -8 * -10] + [6 * 11 * 7 * 3 * 4 * -8 * 10 * 0 * -1] + [6 * 11 * 7 * 3 * 4 * -8 * 10 * 0 * -2 * -1] + [6 * 11 * 7 * 3 * 4 * -8 * 10 * 0 * 2 * -9 * -1] + [6 * 11 * 7 * 3 * 4 * 8 * -5 * -10] + [6 * 11 * 7 * 3 * 4 * 8 * -5 * 10 * 0 * -1] + [6 * 11 * 7 * 3 * 4 * 8 * -5 * 10 * 0 * -2 * -1] + [6 * 11 * 7 * 3 * 4 * 8 * -5 * 10 * 0 * 2 * -9 * -1] + [6 * 11 * 7 * 3 * 4 * 8 * 5 * 0 * -10] + [6 * 11 * 7 * 3 * 4 * 8 * 5 * 0 * 10 * -1] + [6 * 11 * 7 * 3 * 4 * 8 * 5 * 0 * -2 * -10] + [6 * 11 * 7 * 3 * 4 * 8 * 5 * 0 * -2 * 10 * -1] + [6 * 11 * 7 * 3 * 4 * 8 * 5 * 0 * 2 * -1 * -9]],41
6,8,[[6 * 3 * 4 * 8] + [6 * 10 * 4 * 8 * -3] + [6 * 10 * 5 * 8 * -3 * -4] + [6 * 10 * 5 * 8 * 3 * -4] + [6 * 11 * 7 * 1 * 2 * 0 * 5 * 8 * -3 * -10] + [6 * 11 * 7 * 1 * 2 * 0 * 5 * 8 * 3 * -4 * -10] + [6 * 11 * 7 * 9 * 2 * 0 * 5 * 8 * -3 * -10 * -1] + [6 * 11 * 7 * 9 * 2 * 0 * 5 * 8 * 3 * -4 * -10 * -1]],8
6,9,[[6 * 3 * 4 * 8 * 5 * 0 * 2 * 9] + [6 * 10 * 0 * 2 * 9 * -3] + [6 * 10 * 0 * 2 * 9 * 3 * -4] + [6 * 10 * 0 * 2 * 9 * 3 * 4 * -8] + [6 * 10 * 0 * 2 * 9 * 3 * 4 * 8 * -5] + [6 * 10 * 1 * 2 * 9 * -3 * 0] + [6 * 10 * 1 * 2 * 9 * 3 * -4 * 0] + [6 * 10 * 1 * 2 * 9 * 3 * 4 * -8 * 0] + [6 * 10 * 1 * 2 * 9 * 3 * 4 * 8 * -5 * 0] + [6 * 10 * 1 * 2 * 9 * 3 * 4 * 8 * 5 * 0] + [6 * 10 * 1 * 7 * 9 * -3 * 0 * -2] + [6 * 10 * 1 * 7 * 9 * -3 * 0 * -2] + [6 * 10 * 1 * 7 * 9 * 3 * -4 * 0 * -2] + [6 * 10 * 1 * 7 * 9 * 3 * -4 * 0 * -2] + [6 * 10 * 1 * 7 * 9 * 3 * 4 * -8 * 0 * -2] + [6 * 10 * 1 * 7 * 9 * 3 * 4 * -8 * 0 * -2] + [6 * 10 * 1 * 7 * 9 * 3 * 4 * 8 * -5 * 0 * -2] + [6 * 10 * 1 * 7 * 9 * 3 * 4 * 8 * -5 * 0 * -2] + [6 * 10 * 1 * 7 * 9 * 3 * 4 * 8 * 5 * 0 * -2] + [6 * 10 * 1 * 7 * 9 * 3 * 4 * 8 * 5 * 0 * -2] + [6 * 11 * 7 * 9 * -3 * -10] + [6 * 11 * 7 * 9 * -3 * 10 * 0 * -1] + [6 * 11 * 7 * 9 * -3 * 10 * 0 * -2 * -1] + [6 * 11 * 7 * 9 * 3 * -4 * -10] + [6 * 11 * 7 * 9 * 3 * -4 * 10 * 0 * -1] + [6 * 11 * 7 * 9 * 3 * -4 * 10 * 0 * -2 * -1] + [6 * 11 * 7 * 9 * 3 * 4 * -8 * -10] + [6 * 11 * 7 * 9 * 3 * 4 * -8 * 10 * 0 * -1] + [6 * 11 * 7 * 9 * 3 * 4 * -8 * 10 * 0 * -2 * -1] + [6 * 11 * 7 * 9 * 3 * 4 * 8 * -5 * -10] + [6 * 11 * 7 * 9 * 3 * 4 * 8 * -5 * 10 * 0 * -1] + [6 * 11 * 7 * 9 * 3 * 4 * 8 * -5 * 10 * 0 * -2 * -1] + [6 * 11 * 7 * 9 * 3 * 4 * 8 * 5 * 0 * -10] + [6 * 11 * 7 * 9 * 3 * 4 * 8 * 5 * 0 * 10 * -1] + [6 * 11 * 7 * 9 * 3 * 4 * 8 * 5 * 0 * -2 * -10] + [6 * 11 * 7 * 9 * 3 * 4 * 8 * 5 * 0 * -2 * 10 * -1]],36
6,10,[[6 * 10]],1
6,11,[[6 * 11]],1
7,8,[[7 * 1 * 2 * 0 * 5 * 8] + [7 * 1 * 10 * 4 * 8 * -2] + [7 * 1 * 10 * 4 * 8 * 2 * 0] + [7 * 1 * 10 * 4 * 8 * 2 * 0 * -5] + [7 * 1 * 10 * 5 * 8 * -2 * -4] + [7 * 1 * 10 * 5 * 8 * 2 * 0 * -4] + [7 * 9 * 2 * 0 * 10 * 4 * 8 * -1] + [7 * 9 * 2 * 0 * 5 * 8 * -1 * -10] + [7 * 9 * 2 * 0 * 5 * 8 * -1 * 10 * -4] + [7 * 11 * 3 * 4 * 8 * -1 * -9] + [7 * 11 * 3 * 4 * 8 * -1 * 9 * -2] + [7 * 11 * 3 * 4 * 8 * -1 * 9 * 2 * 0] + [7 * 11 * 3 * 4 * 8 * -1 * 9 * 2 * 0 * -10 * -5] + [7 * 11 * 3 * 4 * 8 * 1 * -2 * -10] + [7 * 11 * 3 * 4 * 8 * 1 * 2 * 0 * -10] + [7 * 11 * 3 * 4 * 8 * 1 * 2 * 0 * -5 * -10] + [7 * 11 * 6 * 10 * 4 * 8 * -1 * -9 * -3] + [7 * 11 * 6 * 10 * 4 * 8 * -1 * 9 * -2 * -3] + [7 * 11 * 6 * 10 * 4 * 8 * -1 * 9 * 2 * 0 * -3] + [7 * 11 * 6 * 10 * 5 * 8 * -1 * -9 * -3 * -4] + [7 * 11 * 6 * 10 * 5 * 8 * -1 * -9 * 3 * -4] + [7 * 11 * 6 * 10 * 5 * 8 * -1 * 9 * -2 * -3 * -4] + [7 * 11 * 6 * 10 * 5 * 8 * -1 * 9 * -2 * 3 * -4] + [7 * 11 * 6 * 10 * 5 * 8 * -1 * 9 * 2 * 0 * -3 * -4] + [7 * 11 * 6 * 10 * 5 * 8 * -1 * 9 * 2 * 0 * 3 * -4]],25
7,9,[[7 * 9]],1
