src,dst,boolean_expression,length
8,9,[[2 * 4 * 6 * 8 * 9 * 14]] + [[2 * 6 * 7 * 8 * 9 * 14] * -[4]] + [[4 * 6 * 8 * 9 * 12 * 14] * -[2]] + [[4 * 6 * 8 * 9 * 12 * 16] * -[14]] + [[6 * 7 * 8 * 9 * 12 * 14] * -[2] * -[4]] + [[6 * 7 * 8 * 9 * 12 * 16] * -[4] * -[14]] + [[3 * 7 * 8 * 9 * 12 * 14 * 15] * -[6]] + [[3 * 7 * 8 * 9 * 12 * 15 * 16] * -[6] * -[14]] + [[0 * 1 * 2 * 4 * 5 * 6 * 8 * 9 * 13] * -[14] * -[12 * 16]] + [[0 * 1 * 2 * 5 * 6 * 7 * 8 * 9 * 13] * -[14] * -[12 * 16] * -[4]] + [[0 * 1 * 2 * 3 * 5 * 7 * 8 * 9 * 12 * 13 * 15] * -[14] * -[16] * -[6]],29
8,10,[[4 * 6 * 8 * 10 * 12 * 16]] + [[6 * 7 * 8 * 10 * 12 * 16] * -[4]] + [[3 * 7 * 8 * 10 * 12 * 15 * 16] * -[6]] + [[2 * 4 * 6 * 8 * 9 * 10 * 11 * 14] * -[12 * 16]] + [[2 * 6 * 7 * 8 * 9 * 10 * 11 * 14] * -[12 * 16] * -[4]] + [[2 * 4 * 6 * 8 * 9 * 10 * 14 * 16] * -[12] * -[11]] + [[2 * 6 * 7 * 8 * 9 * 10 * 14 * 16] * -[12] * -[11] * -[4]] + [[4 * 6 * 8 * 9 * 10 * 11 * 12 * 14] * -[16] * -[2]] + [[6 * 7 * 8 * 9 * 10 * 11 * 12 * 14] * -[16] * -[2] * -[4]] + [[3 * 7 * 8 * 9 * 10 * 11 * 12 * 14 * 15] * -[16] * -[6]] + [[0 * 1 * 2 * 4 * 5 * 6 * 8 * 9 * 10 * 11 * 13] * -[12 * 16] * -[14]] + [[0 * 1 * 2 * 4 * 5 * 6 * 8 * 9 * 10 * 13 * 16] * -[12] * -[14] * -[11]] + [[0 * 1 * 2 * 5 * 6 * 7 * 8 * 9 * 10 * 11 * 13] * -[12 * 16] * -[14] * -[4]] + [[0 * 1 * 2 * 5 * 6 * 7 * 8 * 9 * 10 * 13 * 16] * -[12] * -[14] * -[4] * -[11]] + [[0 * 1 * 2 * 3 * 5 * 7 * 8 * 9 * 10 * 11 * 12 * 13 * 15] * -[16] * -[14] * -[6]],47
8,11,[[2 * 4 * 6 * 8 * 9 * 11 * 14]] + [[2 * 6 * 7 * 8 * 9 * 11 * 14] * -[4]] + [[4 * 6 * 8 * 9 * 11 * 12 * 14] * -[2]] + [[4 * 6 * 8 * 9 * 11 * 12 * 16] * -[14]] + [[4 * 6 * 8 * 10 * 11 * 12 * 16] * -[9]] + [[6 * 7 * 8 * 9 * 11 * 12 * 14] * -[2] * -[4]] + [[6 * 7 * 8 * 9 * 11 * 12 * 16] * -[4] * -[14]] + [[6 * 7 * 8 * 10 * 11 * 12 * 16] * -[4] * -[9]] + [[3 * 7 * 8 * 9 * 11 * 12 * 14 * 15] * -[6]] + [[3 * 7 * 8 * 9 * 11 * 12 * 15 * 16] * -[6] * -[14]] + [[3 * 7 * 8 * 10 * 11 * 12 * 15 * 16] * -[6] * -[9]] + [[0 * 1 * 2 * 4 * 5 * 6 * 8 * 9 * 11 * 13] * -[14] * -[12 * 16]] + [[0 * 1 * 2 * 5 * 6 * 7 * 8 * 9 * 11 * 13] * -[14] * -[12 * 16] * -[4]] + [[0 * 1 * 2 * 3 * 5 * 7 * 8 * 9 * 11 * 12 * 13 * 15] * -[14] * -[16] * -[6]],37
8,12,[[4 * 6 * 8 * 12]] + [[6 * 7 * 8 * 12] * -[4]] + [[3 * 7 * 8 * 12 * 15] * -[6]],5
8,13,[[0 * 2 * 4 * 6 * 8 * 13]] + [[0 * 2 * 6 * 7 * 8 * 13] * -[4]] + [[2 * 4 * 6 * 8 * 13 * 14] * -[0]] + [[2 * 6 * 7 * 8 * 13 * 14] * -[0] * -[4]] + [[4 * 6 * 8 * 12 * 13 * 14] * -[2]] + [[6 * 7 * 8 * 12 * 13 * 14] * -[2] * -[4]] + [[3 * 7 * 8 * 12 * 13 * 14 * 15] * -[6]] + [[0 * 2 * 3 * 7 * 8 * 12 * 13 * 15] * -[6] * -[14]] + [[1 * 4 * 5 * 6 * 8 * 9 * 12 * 13 * 16] * -[0 * 2] * -[14]] + [[1 * 5 * 6 * 7 * 8 * 9 * 12 * 13 * 16] * -[0 * 2] * -[14] * -[4]] + [[1 * 3 * 5 * 7 * 8 * 9 * 12 * 13 * 15 * 16] * -[14] * -[0 * 2] * -[6]],29
8,14,[[2 * 4 * 6 * 8 * 14]] + [[2 * 6 * 7 * 8 * 14] * -[4]] + [[4 * 6 * 8 * 12 * 14] * -[2]] + [[6 * 7 * 8 * 12 * 14] * -[2] * -[4]] + [[3 * 7 * 8 * 12 * 14 * 15] * -[6]],10
8,15,[[7 * 8 * 15]] + [[3 * 4 * 6 * 8 * 12 * 15] * -[7]],3
8,16,[[4 * 6 * 8 * 12 * 16]] + [[6 * 7 * 8 * 12 * 16] * -[4]] + [[3 * 7 * 8 * 12 * 15 * 16] * -[6]] + [[2 * 4 * 6 * 8 * 9 * 14 * 16] * -[12]] + [[2 * 6 * 7 * 8 * 9 * 14 * 16] * -[12] * -[4]] + [[0 * 1 * 2 * 4 * 5 * 6 * 8 * 9 * 13 * 16] * -[12] * -[14]] + [[0 * 1 * 2 * 5 * 6 * 7 * 8 * 9 * 13 * 16] * -[12] * -[14] * -[4]],17
9,10,[[9 * 10 * 11]] + [[9 * 10 * 16] * -[11]],3
9,11,[[9 * 11]],1
9,12,[[9 * 12 * 14]] + [[9 * 12 * 16] * -[14]] + [[0 * 1 * 2 * 5 * 9 * 12 * 13] * -[14] * -[16]],6
9,13,[[9 * 13 * 14]] + [[1 * 5 * 9 * 13] * -[14]] + [[0 * 2 * 9 * 12 * 13 * 16] * -[14] * -[1 * 5]],6
9,14,[[9 * 14]],1
9,15,[[3 * 9 * 12 * 14 * 15]] + [[3 * 9 * 12 * 15 * 16] * -[14]] + [[2 * 6 * 7 * 9 * 14 * 15] * -[3 * 12]] + [[6 * 7 * 9 * 12 * 14 * 15] * -[3] * -[2]] + [[6 * 7 * 9 * 12 * 15 * 16] * -[3] * -[14]] + [[0 * 1 * 2 * 3 * 5 * 9 * 12 * 13 * 15] * -[14] * -[16]] + [[0 * 1 * 2 * 5 * 6 * 7 * 9 * 13 * 15] * -[14] * -[12]] + [[0 * 1 * 2 * 5 * 6 * 7 * 9 * 13 * 15] * [12] * -[14] * -[16] * -[3]],22
9,16,[[9 * 16]],1
10,11,[[10 * 11]],1
10,12,[[10 * 12 * 16]] + [[9 * 10 * 11 * 12 * 14] * -[16]] + [[0 * 1 * 2 * 5 * 9 * 10 * 11 * 12 * 13] * -[16] * -[14]],6
10,13,[[9 * 10 * 11 * 13 * 14]] + [[9 * 10 * 13 * 14 * 16] * -[11]] + [[10 * 12 * 13 * 14 * 16] * -[9]] + [[0 * 2 * 10 * 12 * 13 * 16] * -[14]] + [[1 * 5 * 9 * 10 * 11 * 13] * -[14] * -[0 * 2 * 12 * 16]] + [[1 * 5 * 9 * 10 * 13 * 16] * -[14] * -[0 * 2 * 12] * -[11]],14
10,14,[[9 * 10 * 11 * 14]] + [[9 * 10 * 14 * 16] * -[11]] + [[10 * 12 * 14 * 16] * -[9]],5
10,15,[[3 * 10 * 12 * 15 * 16]] + [[6 * 7 * 10 * 12 * 15 * 16] * -[3]] + [[3 * 9 * 10 * 11 * 12 * 14 * 15] * -[16]] + [[2 * 6 * 7 * 9 * 10 * 11 * 14 * 15] * -[12]] + [[2 * 6 * 7 * 9 * 10 * 11 * 14 * 15] * [12] * -[16] * -[3]] + [[2 * 6 * 7 * 9 * 10 * 14 * 15 * 16] * -[12] * -[11]] + [[6 * 7 * 9 * 10 * 11 * 12 * 14 * 15] * -[16] * -[3] * -[2]] + [[0 * 1 * 2 * 3 * 5 * 9 * 10 * 11 * 12 * 13 * 15] * -[16] * -[14]] + [[0 * 1 * 2 * 5 * 6 * 7 * 9 * 10 * 11 * 13 * 15] * -[14] * -[12]] + [[0 * 1 * 2 * 5 * 6 * 7 * 9 * 10 * 11 * 13 * 15] * [12] * -[14] * -[16] * -[3]] + [[0 * 1 * 2 * 5 * 6 * 7 * 9 * 10 * 13 * 15 * 16] * -[12] * -[14] * -[11]],33
10,16,[[10 * 16]],1
11,12,[[9 * 11 * 12 * 14]] + [[9 * 11 * 12 * 16] * -[14]] + [[10 * 11 * 12 * 16] * -[9]] + [[0 * 1 * 2 * 5 * 9 * 11 * 12 * 13] * -[14] * -[16]],8
11,13,[[9 * 11 * 13 * 14]] + [[1 * 5 * 9 * 11 * 13] * -[14]] + [[10 * 11 * 12 * 13 * 14 * 16] * -[9]] + [[0 * 2 * 9 * 11 * 12 * 13 * 16] * -[14] * -[1 * 5]] + [[0 * 2 * 10 * 11 * 12 * 13 * 16] * -[14] * -[9]],11
11,14,[[9 * 11 * 14]] + [[10 * 11 * 12 * 14 * 16] * -[9]],3
11,15,[[3 * 9 * 11 * 12 * 14 * 15]] + [[3 * 9 * 11 * 12 * 15 * 16] * -[14]] + [[3 * 10 * 11 * 12 * 15 * 16] * -[9]] + [[2 * 6 * 7 * 9 * 11 * 14 * 15] * -[3 * 12]] + [[6 * 7 * 9 * 11 * 12 * 14 * 15] * -[3] * -[2]] + [[6 * 7 * 9 * 11 * 12 * 15 * 16] * -[3] * -[14]] + [[6 * 7 * 10 * 11 * 12 * 15 * 16] * -[3] * -[9]] + [[0 * 1 * 2 * 3 * 5 * 9 * 11 * 12 * 13 * 15] * -[14] * -[16]] + [[0 * 1 * 2 * 5 * 6 * 7 * 9 * 11 * 13 * 15] * -[14] * -[12]] + [[0 * 1 * 2 * 5 * 6 * 7 * 9 * 11 * 13 * 15] * [12] * -[14] * -[16] * -[3]],27
11,16,[[9 * 11 * 16]] + [[10 * 11 * 16] * -[9]],3
12,13,[[12 * 13 * 14]] + [[0 * 2 * 12 * 13] * -[14]] + [[1 * 5 * 9 * 12 * 13 * 16] * -[14] * -[0 * 2]],6
12,14,[[12 * 14]],1
12,15,[[3 * 12 * 15]] + [[6 * 7 * 12 * 15] * -[3]],3
12,16,[[12 * 16]],1
13,14,[[13 * 14]],1
13,15,[[3 * 12 * 13 * 14 * 15]] + [[0 * 2 * 6 * 7 * 13 * 15] * -[3 * 12 * 14]] + [[2 * 6 * 7 * 13 * 14 * 15] * -[3 * 12] * -[0]] + [[0 * 2 * 3 * 12 * 13 * 15] * -[14] * -[6 * 7]] + [[6 * 7 * 12 * 13 * 14 * 15] * -[3] * -[2]] + [[1 * 3 * 5 * 9 * 12 * 13 * 15 * 16] * -[14] * -[0 * 2]] + [[1 * 5 * 6 * 7 * 9 * 12 * 13 * 15 * 16] * -[0 * 2] * -[14] * -[3]],19
13,16,[[9 * 13 * 14 * 16]] + [[12 * 13 * 14 * 16] * -[9]] + [[0 * 2 * 12 * 13 * 16] * -[14]] + [[1 * 5 * 9 * 13 * 16] * -[14] * -[0 * 2 * 12]],8
14,15,[[3 * 12 * 14 * 15]] + [[2 * 6 * 7 * 14 * 15] * -[3 * 12]] + [[6 * 7 * 12 * 14 * 15] * -[3] * -[2]],6
14,16,[[9 * 14 * 16]] + [[12 * 14 * 16] * -[9]],3
15,16,[[3 * 12 * 15 * 16]] + [[6 * 7 * 12 * 15 * 16] * -[3]] + [[2 * 6 * 7 * 9 * 14 * 15 * 16] * -[12]] + [[0 * 1 * 2 * 5 * 6 * 7 * 9 * 13 * 15 * 16] * -[12] * -[14]],8
