source,target,pathsets,length
7,14,"[[7, 3, 1, 21, 16, 17, 4, 12, 0, 6, 19, 14], [7, 3, 1, 21, 16, 17, 4, 12, 0, 13, 19, 14], [7, 3, 1, 21, 16, 17, 10, 6, 19, 14], [7, 3, 1, 21, 16, 17, 10, 12, 0, 13, 19, 14], [7, 3, 1, 21, 16, 17, 10, 23, 19, 14], [7, 3, 1, 21, 16, 27, 14], [7, 3, 26, 21, 16, 17, 4, 12, 0, 6, 19, 14], [7, 3, 26, 21, 16, 17, 4, 12, 0, 13, 19, 14], [7, 3, 26, 21, 16, 17, 10, 6, 19, 14], [7, 3, 26, 21, 16, 17, 10, 12, 0, 13, 19, 14], [7, 3, 26, 21, 16, 17, 10, 23, 19, 14], [7, 3, 26, 21, 16, 27, 14], [7, 3, 26, 24, 17, 4, 12, 0, 6, 19, 14], [7, 3, 26, 24, 17, 4, 12, 0, 13, 19, 14], [7, 3, 26, 24, 17, 10, 6, 19, 14], [7, 3, 26, 24, 17, 10, 12, 0, 13, 19, 14], [7, 3, 26, 24, 17, 10, 23, 19, 14], [7, 3, 26, 24, 17, 10, 23, 27, 14], [7, 3, 26, 24, 17, 16, 27, 14], [7, 20, 4, 12, 0, 6, 19, 14], [7, 20, 4, 12, 0, 13, 19, 14], [7, 20, 4, 12, 10, 6, 19, 14], [7, 20, 4, 12, 10, 23, 19, 14], [7, 20, 4, 12, 10, 23, 27, 14], [7, 20, 4, 17, 10, 6, 19, 14], [7, 20, 4, 17, 10, 23, 19, 14], [7, 20, 4, 17, 10, 23, 27, 14], [7, 20, 4, 17, 16, 27, 14], [7, 20, 24, 17, 10, 6, 19, 14], [7, 20, 24, 17, 10, 12, 0, 13, 19, 14], [7, 20, 24, 17, 10, 23, 19, 14], [7, 20, 24, 17, 10, 23, 27, 14], [7, 20, 24, 17, 16, 27, 14], [7, 20, 24, 26, 21, 16, 27, 14], [7, 25, 4, 12, 0, 6, 19, 14], [7, 25, 4, 12, 0, 13, 19, 14], [7, 25, 4, 12, 10, 6, 19, 14], [7, 25, 4, 12, 10, 23, 19, 14], [7, 25, 4, 12, 10, 23, 27, 14], [7, 25, 4, 17, 10, 6, 19, 14], [7, 25, 4, 17, 10, 23, 19, 14], [7, 25, 4, 17, 10, 23, 27, 14], [7, 25, 4, 17, 16, 27, 14]]",43
7,15,"[[7, 3, 1, 21, 16, 17, 4, 12, 0, 6, 19, 5, 15], [7, 3, 1, 21, 16, 17, 4, 12, 0, 6, 19, 14, 2, 15], [7, 3, 1, 21, 16, 17, 4, 12, 0, 13, 19, 5, 15], [7, 3, 1, 21, 16, 17, 4, 12, 0, 13, 19, 14, 2, 15], [7, 3, 1, 21, 16, 17, 10, 6, 19, 5, 15], [7, 3, 1, 21, 16, 17, 10, 6, 19, 14, 2, 15], [7, 3, 1, 21, 16, 17, 10, 12, 0, 13, 19, 5, 15], [7, 3, 1, 21, 16, 17, 10, 12, 0, 13, 19, 14, 2, 15], [7, 3, 1, 21, 16, 17, 10, 23, 19, 5, 15], [7, 3, 1, 21, 16, 17, 10, 23, 19, 14, 2, 15], [7, 3, 1, 21, 16, 27, 14, 2, 15], [7, 3, 1, 21, 16, 27, 14, 19, 5, 15], [7, 3, 1, 21, 16, 27, 23, 19, 5, 15], [7, 3, 26, 21, 16, 17, 4, 12, 0, 6, 19, 5, 15], [7, 3, 26, 21, 16, 17, 4, 12, 0, 6, 19, 14, 2, 15], [7, 3, 26, 21, 16, 17, 4, 12, 0, 13, 19, 5, 15], [7, 3, 26, 21, 16, 17, 4, 12, 0, 13, 19, 14, 2, 15], [7, 3, 26, 21, 16, 17, 10, 6, 19, 5, 15], [7, 3, 26, 21, 16, 17, 10, 6, 19, 14, 2, 15], [7, 3, 26, 21, 16, 17, 10, 12, 0, 13, 19, 5, 15], [7, 3, 26, 21, 16, 17, 10, 12, 0, 13, 19, 14, 2, 15], [7, 3, 26, 21, 16, 17, 10, 23, 19, 5, 15], [7, 3, 26, 21, 16, 17, 10, 23, 19, 14, 2, 15], [7, 3, 26, 21, 16, 27, 14, 2, 15], [7, 3, 26, 21, 16, 27, 14, 19, 5, 15], [7, 3, 26, 21, 16, 27, 23, 19, 5, 15], [7, 3, 26, 24, 17, 4, 12, 0, 6, 19, 5, 15], [7, 3, 26, 24, 17, 4, 12, 0, 6, 19, 14, 2, 15], [7, 3, 26, 24, 17, 4, 12, 0, 13, 19, 5, 15], [7, 3, 26, 24, 17, 4, 12, 0, 13, 19, 14, 2, 15], [7, 3, 26, 24, 17, 10, 6, 19, 5, 15], [7, 3, 26, 24, 17, 10, 6, 19, 14, 2, 15], [7, 3, 26, 24, 17, 10, 12, 0, 13, 19, 5, 15], [7, 3, 26, 24, 17, 10, 12, 0, 13, 19, 14, 2, 15], [7, 3, 26, 24, 17, 10, 23, 19, 5, 15], [7, 3, 26, 24, 17, 10, 23, 19, 14, 2, 15], [7, 3, 26, 24, 17, 10, 23, 27, 14, 2, 15], [7, 3, 26, 24, 17, 16, 27, 14, 2, 15], [7, 3, 26, 24, 17, 16, 27, 14, 19, 5, 15], [7, 3, 26, 24, 17, 16, 27, 23, 19, 5, 15], [7, 20, 4, 12, 0, 6, 19, 5, 15], [7, 20, 4, 12, 0, 6, 19, 14, 2, 15], [7, 20, 4, 12, 0, 13, 19, 5, 15], [7, 20, 4, 12, 0, 13, 19, 14, 2, 15], [7, 20, 4, 12, 10, 6, 19, 5, 15], [7, 20, 4, 12, 10, 6, 19, 14, 2, 15], [7, 20, 4, 12, 10, 23, 19, 5, 15], [7, 20, 4, 12, 10, 23, 19, 14, 2, 15], [7, 20, 4, 12, 10, 23, 27, 14, 2, 15], [7, 20, 4, 17, 10, 6, 19, 5, 15], [7, 20, 4, 17, 10, 6, 19, 14, 2, 15], [7, 20, 4, 17, 10, 23, 19, 5, 15], [7, 20, 4, 17, 10, 23, 19, 14, 2, 15], [7, 20, 4, 17, 10, 23, 27, 14, 2, 15], [7, 20, 4, 17, 16, 27, 14, 2, 15], [7, 20, 4, 17, 16, 27, 14, 19, 5, 15], [7, 20, 4, 17, 16, 27, 23, 19, 5, 15], [7, 20, 24, 17, 10, 6, 19, 5, 15], [7, 20, 24, 17, 10, 6, 19, 14, 2, 15], [7, 20, 24, 17, 10, 12, 0, 13, 19, 5, 15], [7, 20, 24, 17, 10, 12, 0, 13, 19, 14, 2, 15], [7, 20, 24, 17, 10, 23, 19, 5, 15], [7, 20, 24, 17, 10, 23, 19, 14, 2, 15], [7, 20, 24, 17, 10, 23, 27, 14, 2, 15], [7, 20, 24, 17, 16, 27, 14, 2, 15], [7, 20, 24, 17, 16, 27, 14, 19, 5, 15], [7, 20, 24, 17, 16, 27, 23, 19, 5, 15], [7, 20, 24, 26, 21, 16, 27, 14, 2, 15], [7, 20, 24, 26, 21, 16, 27, 14, 19, 5, 15], [7, 20, 24, 26, 21, 16, 27, 23, 19, 5, 15], [7, 25, 4, 12, 0, 6, 19, 5, 15], [7, 25, 4, 12, 0, 6, 19, 14, 2, 15], [7, 25, 4, 12, 0, 13, 19, 5, 15], [7, 25, 4, 12, 0, 13, 19, 14, 2, 15], [7, 25, 4, 12, 10, 6, 19, 5, 15], [7, 25, 4, 12, 10, 6, 19, 14, 2, 15], [7, 25, 4, 12, 10, 23, 19, 5, 15], [7, 25, 4, 12, 10, 23, 19, 14, 2, 15], [7, 25, 4, 12, 10, 23, 27, 14, 2, 15], [7, 25, 4, 17, 10, 6, 19, 5, 15], [7, 25, 4, 17, 10, 6, 19, 14, 2, 15], [7, 25, 4, 17, 10, 23, 19, 5, 15], [7, 25, 4, 17, 10, 23, 19, 14, 2, 15], [7, 25, 4, 17, 10, 23, 27, 14, 2, 15], [7, 25, 4, 17, 16, 27, 14, 2, 15], [7, 25, 4, 17, 16, 27, 14, 19, 5, 15], [7, 25, 4, 17, 16, 27, 23, 19, 5, 15]]",87
7,16,"[[7, 3, 1, 21, 16], [7, 3, 26, 21, 16], [7, 3, 26, 24, 17, 16], [7, 20, 4, 12, 0, 6, 19, 14, 27, 16], [7, 20, 4, 12, 0, 6, 19, 23, 27, 16], [7, 20, 4, 12, 0, 13, 19, 14, 27, 16], [7, 20, 4, 12, 0, 13, 19, 23, 27, 16], [7, 20, 4, 12, 10, 6, 19, 14, 27, 16], [7, 20, 4, 12, 10, 23, 27, 16], [7, 20, 4, 17, 16], [7, 20, 24, 17, 16], [7, 20, 24, 26, 21, 16], [7, 25, 4, 12, 0, 6, 19, 14, 27, 16], [7, 25, 4, 12, 0, 6, 19, 23, 27, 16], [7, 25, 4, 12, 0, 13, 19, 14, 27, 16], [7, 25, 4, 12, 0, 13, 19, 23, 27, 16], [7, 25, 4, 12, 10, 6, 19, 14, 27, 16], [7, 25, 4, 12, 10, 23, 27, 16], [7, 25, 4, 17, 16]]",19
7,17,"[[7, 3, 1, 21, 16, 17], [7, 3, 26, 21, 16, 17], [7, 3, 26, 24, 17], [7, 20, 4, 17], [7, 20, 24, 17], [7, 25, 4, 17]]",6
7,18,"[[7, 3, 1, 21, 16, 17, 4, 8, 18], [7, 3, 1, 21, 16, 27, 14, 19, 6, 0, 12, 4, 8, 18], [7, 3, 1, 21, 16, 27, 14, 19, 6, 10, 12, 4, 8, 18], [7, 3, 1, 21, 16, 27, 14, 19, 13, 0, 12, 4, 8, 18], [7, 3, 1, 21, 16, 27, 23, 10, 12, 4, 8, 18], [7, 3, 1, 21, 16, 27, 23, 19, 6, 0, 12, 4, 8, 18], [7, 3, 1, 21, 16, 27, 23, 19, 13, 0, 12, 4, 8, 18], [7, 3, 26, 21, 16, 17, 4, 8, 18], [7, 3, 26, 21, 16, 27, 14, 19, 6, 0, 12, 4, 8, 18], [7, 3, 26, 21, 16, 27, 14, 19, 6, 10, 12, 4, 8, 18], [7, 3, 26, 21, 16, 27, 14, 19, 13, 0, 12, 4, 8, 18], [7, 3, 26, 21, 16, 27, 23, 10, 12, 4, 8, 18], [7, 3, 26, 21, 16, 27, 23, 19, 6, 0, 12, 4, 8, 18], [7, 3, 26, 21, 16, 27, 23, 19, 13, 0, 12, 4, 8, 18], [7, 3, 26, 24, 17, 4, 8, 18], [7, 20, 4, 8, 18], [7, 25, 4, 8, 18], [7, 25, 22, 18]]",18
7,19,"[[7, 3, 1, 21, 16, 17, 4, 12, 0, 6, 19], [7, 3, 1, 21, 16, 17, 4, 12, 0, 13, 19], [7, 3, 1, 21, 16, 17, 10, 6, 19], [7, 3, 1, 21, 16, 17, 10, 12, 0, 13, 19], [7, 3, 1, 21, 16, 17, 10, 23, 19], [7, 3, 1, 21, 16, 27, 14, 19], [7, 3, 1, 21, 16, 27, 23, 19], [7, 3, 26, 21, 16, 17, 4, 12, 0, 6, 19], [7, 3, 26, 21, 16, 17, 4, 12, 0, 13, 19], [7, 3, 26, 21, 16, 17, 10, 6, 19], [7, 3, 26, 21, 16, 17, 10, 12, 0, 13, 19], [7, 3, 26, 21, 16, 17, 10, 23, 19], [7, 3, 26, 21, 16, 27, 14, 19], [7, 3, 26, 21, 16, 27, 23, 19], [7, 3, 26, 24, 17, 4, 12, 0, 6, 19], [7, 3, 26, 24, 17, 4, 12, 0, 13, 19], [7, 3, 26, 24, 17, 10, 6, 19], [7, 3, 26, 24, 17, 10, 12, 0, 13, 19], [7, 3, 26, 24, 17, 10, 23, 19], [7, 3, 26, 24, 17, 16, 27, 14, 19], [7, 3, 26, 24, 17, 16, 27, 23, 19], [7, 20, 4, 12, 0, 6, 19], [7, 20, 4, 12, 0, 13, 19], [7, 20, 4, 12, 10, 6, 19], [7, 20, 4, 12, 10, 23, 19], [7, 20, 4, 17, 10, 6, 19], [7, 20, 4, 17, 10, 23, 19], [7, 20, 4, 17, 16, 27, 14, 19], [7, 20, 4, 17, 16, 27, 23, 19], [7, 20, 24, 17, 10, 6, 19], [7, 20, 24, 17, 10, 12, 0, 13, 19], [7, 20, 24, 17, 10, 23, 19], [7, 20, 24, 17, 16, 27, 14, 19], [7, 20, 24, 17, 16, 27, 23, 19], [7, 20, 24, 26, 21, 16, 27, 14, 19], [7, 20, 24, 26, 21, 16, 27, 23, 19], [7, 25, 4, 12, 0, 6, 19], [7, 25, 4, 12, 0, 13, 19], [7, 25, 4, 12, 10, 6, 19], [7, 25, 4, 12, 10, 23, 19], [7, 25, 4, 17, 10, 6, 19], [7, 25, 4, 17, 10, 23, 19], [7, 25, 4, 17, 16, 27, 14, 19], [7, 25, 4, 17, 16, 27, 23, 19]]",44
7,20,"[[7, 20]]",1
7,21,"[[7, 3, 1, 21], [7, 3, 26, 21], [7, 20, 4, 12, 0, 6, 19, 14, 27, 16, 21], [7, 20, 4, 12, 0, 6, 19, 23, 27, 16, 21], [7, 20, 4, 12, 0, 13, 19, 14, 27, 16, 21], [7, 20, 4, 12, 0, 13, 19, 23, 27, 16, 21], [7, 20, 4, 12, 10, 6, 19, 14, 27, 16, 21], [7, 20, 4, 12, 10, 23, 27, 16, 21], [7, 20, 4, 17, 16, 21], [7, 20, 24, 17, 16, 21], [7, 20, 24, 26, 21], [7, 25, 4, 12, 0, 6, 19, 14, 27, 16, 21], [7, 25, 4, 12, 0, 6, 19, 23, 27, 16, 21], [7, 25, 4, 12, 0, 13, 19, 14, 27, 16, 21], [7, 25, 4, 12, 0, 13, 19, 23, 27, 16, 21], [7, 25, 4, 12, 10, 6, 19, 14, 27, 16, 21], [7, 25, 4, 12, 10, 23, 27, 16, 21], [7, 25, 4, 17, 16, 21], [7, 25, 4, 17, 24, 26, 21]]",19
7,22,"[[7, 3, 1, 21, 16, 17, 4, 8, 18, 22], [7, 3, 1, 21, 16, 27, 14, 19, 6, 0, 12, 4, 8, 18, 22], [7, 3, 1, 21, 16, 27, 14, 19, 6, 10, 12, 4, 8, 18, 22], [7, 3, 1, 21, 16, 27, 14, 19, 13, 0, 12, 4, 8, 18, 22], [7, 3, 1, 21, 16, 27, 23, 10, 12, 4, 8, 18, 22], [7, 3, 1, 21, 16, 27, 23, 19, 6, 0, 12, 4, 8, 18, 22], [7, 3, 1, 21, 16, 27, 23, 19, 13, 0, 12, 4, 8, 18, 22], [7, 3, 26, 21, 16, 17, 4, 8, 18, 22], [7, 3, 26, 21, 16, 27, 14, 19, 6, 0, 12, 4, 8, 18, 22], [7, 3, 26, 21, 16, 27, 14, 19, 6, 10, 12, 4, 8, 18, 22], [7, 3, 26, 21, 16, 27, 14, 19, 13, 0, 12, 4, 8, 18, 22], [7, 3, 26, 21, 16, 27, 23, 10, 12, 4, 8, 18, 22], [7, 3, 26, 21, 16, 27, 23, 19, 6, 0, 12, 4, 8, 18, 22], [7, 3, 26, 21, 16, 27, 23, 19, 13, 0, 12, 4, 8, 18, 22], [7, 3, 26, 24, 17, 4, 8, 18, 22], [7, 20, 4, 8, 18, 22], [7, 25, 22]]",17
7,23,"[[7, 3, 1, 21, 16, 17, 4, 12, 0, 6, 19, 23], [7, 3, 1, 21, 16, 17, 4, 12, 0, 13, 19, 23], [7, 3, 1, 21, 16, 17, 10, 23], [7, 3, 1, 21, 16, 27, 23], [7, 3, 26, 21, 16, 17, 4, 12, 0, 6, 19, 23], [7, 3, 26, 21, 16, 17, 4, 12, 0, 13, 19, 23], [7, 3, 26, 21, 16, 17, 10, 23], [7, 3, 26, 21, 16, 27, 23], [7, 3, 26, 24, 17, 4, 12, 0, 6, 19, 23], [7, 3, 26, 24, 17, 4, 12, 0, 13, 19, 23], [7, 3, 26, 24, 17, 10, 23], [7, 3, 26, 24, 17, 16, 27, 23], [7, 20, 4, 12, 0, 6, 19, 23], [7, 20, 4, 12, 0, 13, 19, 23], [7, 20, 4, 12, 10, 23], [7, 20, 4, 17, 10, 23], [7, 20, 4, 17, 16, 27, 23], [7, 20, 24, 17, 10, 23], [7, 20, 24, 17, 16, 27, 23], [7, 20, 24, 26, 21, 16, 27, 23], [7, 25, 4, 12, 0, 6, 19, 23], [7, 25, 4, 12, 0, 13, 19, 23], [7, 25, 4, 12, 10, 23], [7, 25, 4, 17, 10, 23], [7, 25, 4, 17, 16, 27, 23]]",25
7,24,"[[7, 3, 1, 21, 16, 17, 24], [7, 3, 26, 24], [7, 20, 24], [7, 25, 4, 12, 0, 6, 19, 14, 27, 16, 21, 26, 24], [7, 25, 4, 12, 0, 6, 19, 23, 27, 16, 21, 26, 24], [7, 25, 4, 12, 0, 13, 19, 14, 27, 16, 21, 26, 24], [7, 25, 4, 12, 0, 13, 19, 23, 27, 16, 21, 26, 24], [7, 25, 4, 12, 10, 6, 19, 14, 27, 16, 21, 26, 24], [7, 25, 4, 12, 10, 23, 27, 16, 21, 26, 24], [7, 25, 4, 17, 24]]",10
7,25,"[[7, 25]]",1
7,26,"[[7, 3, 26], [7, 20, 4, 12, 0, 6, 19, 14, 27, 16, 21, 26], [7, 20, 4, 12, 0, 6, 19, 23, 27, 16, 21, 26], [7, 20, 4, 12, 0, 13, 19, 14, 27, 16, 21, 26], [7, 20, 4, 12, 0, 13, 19, 23, 27, 16, 21, 26], [7, 20, 4, 12, 10, 6, 19, 14, 27, 16, 21, 26], [7, 20, 4, 12, 10, 23, 27, 16, 21, 26], [7, 20, 4, 17, 16, 21, 26], [7, 20, 24, 26], [7, 25, 4, 12, 0, 6, 19, 14, 27, 16, 21, 26], [7, 25, 4, 12, 0, 6, 19, 23, 27, 16, 21, 26], [7, 25, 4, 12, 0, 13, 19, 14, 27, 16, 21, 26], [7, 25, 4, 12, 0, 13, 19, 23, 27, 16, 21, 26], [7, 25, 4, 12, 10, 6, 19, 14, 27, 16, 21, 26], [7, 25, 4, 12, 10, 23, 27, 16, 21, 26], [7, 25, 4, 17, 16, 21, 26], [7, 25, 4, 17, 24, 26]]",17
7,27,"[[7, 3, 1, 21, 16, 27], [7, 3, 26, 21, 16, 27], [7, 3, 26, 24, 17, 4, 12, 0, 6, 19, 14, 27], [7, 3, 26, 24, 17, 4, 12, 0, 6, 19, 23, 27], [7, 3, 26, 24, 17, 4, 12, 0, 13, 19, 14, 27], [7, 3, 26, 24, 17, 4, 12, 0, 13, 19, 23, 27], [7, 3, 26, 24, 17, 10, 6, 19, 14, 27], [7, 3, 26, 24, 17, 10, 12, 0, 13, 19, 14, 27], [7, 3, 26, 24, 17, 10, 23, 27], [7, 3, 26, 24, 17, 16, 27], [7, 20, 4, 12, 0, 6, 19, 14, 27], [7, 20, 4, 12, 0, 6, 19, 23, 27], [7, 20, 4, 12, 0, 13, 19, 14, 27], [7, 20, 4, 12, 0, 13, 19, 23, 27], [7, 20, 4, 12, 10, 6, 19, 14, 27], [7, 20, 4, 12, 10, 23, 27], [7, 20, 4, 17, 10, 6, 19, 14, 27], [7, 20, 4, 17, 10, 23, 27], [7, 20, 4, 17, 16, 27], [7, 20, 24, 17, 10, 6, 19, 14, 27], [7, 20, 24, 17, 10, 12, 0, 13, 19, 14, 27], [7, 20, 24, 17, 10, 23, 27], [7, 20, 24, 17, 16, 27], [7, 20, 24, 26, 21, 16, 27], [7, 25, 4, 12, 0, 6, 19, 14, 27], [7, 25, 4, 12, 0, 6, 19, 23, 27], [7, 25, 4, 12, 0, 13, 19, 14, 27], [7, 25, 4, 12, 0, 13, 19, 23, 27], [7, 25, 4, 12, 10, 6, 19, 14, 27], [7, 25, 4, 12, 10, 23, 27], [7, 25, 4, 17, 10, 6, 19, 14, 27], [7, 25, 4, 17, 10, 23, 27], [7, 25, 4, 17, 16, 27]]",33
8,9,"[[8, 4, 12, 0, 11, 9], [8, 4, 12, 0, 13, 9], [8, 4, 12, 10, 6, 19, 13, 9], [8, 4, 12, 10, 23, 19, 13, 9], [8, 4, 17, 10, 6, 0, 11, 9], [8, 4, 17, 10, 6, 0, 13, 9], [8, 4, 17, 10, 6, 19, 13, 9], [8, 4, 17, 10, 23, 19, 13, 9], [8, 4, 17, 16, 27, 14, 19, 6, 0, 11, 9], [8, 4, 17, 16, 27, 14, 19, 13, 9], [8, 4, 17, 16, 27, 23, 19, 6, 0, 11, 9], [8, 4, 17, 16, 27, 23, 19, 13, 9], [8, 4, 20, 7, 3, 1, 21, 16, 27, 14, 19, 6, 0, 11, 9], [8, 4, 20, 7, 3, 1, 21, 16, 27, 14, 19, 13, 9], [8, 4, 20, 7, 3, 1, 21, 16, 27, 23, 10, 6, 0, 11, 9], [8, 4, 20, 7, 3, 1, 21, 16, 27, 23, 10, 6, 0, 13, 9], [8, 4, 20, 7, 3, 1, 21, 16, 27, 23, 19, 6, 0, 11, 9], [8, 4, 20, 7, 3, 1, 21, 16, 27, 23, 19, 13, 9], [8, 4, 20, 7, 3, 26, 21, 16, 27, 14, 19, 6, 0, 11, 9], [8, 4, 20, 7, 3, 26, 21, 16, 27, 14, 19, 13, 9], [8, 4, 20, 7, 3, 26, 21, 16, 27, 23, 10, 6, 0, 11, 9], [8, 4, 20, 7, 3, 26, 21, 16, 27, 23, 10, 6, 0, 13, 9], [8, 4, 20, 7, 3, 26, 21, 16, 27, 23, 19, 6, 0, 11, 9], [8, 4, 20, 7, 3, 26, 21, 16, 27, 23, 19, 13, 9], [8, 4, 20, 24, 26, 21, 16, 27, 14, 19, 6, 0, 11, 9], [8, 4, 20, 24, 26, 21, 16, 27, 14, 19, 13, 9], [8, 4, 20, 24, 26, 21, 16, 27, 23, 10, 6, 0, 11, 9], [8, 4, 20, 24, 26, 21, 16, 27, 23, 10, 6, 0, 13, 9], [8, 4, 20, 24, 26, 21, 16, 27, 23, 19, 6, 0, 11, 9], [8, 4, 20, 24, 26, 21, 16, 27, 23, 19, 13, 9], [8, 4, 25, 7, 3, 1, 21, 16, 27, 14, 19, 6, 0, 11, 9], [8, 4, 25, 7, 3, 1, 21, 16, 27, 14, 19, 13, 9], [8, 4, 25, 7, 3, 1, 21, 16, 27, 23, 10, 6, 0, 11, 9], [8, 4, 25, 7, 3, 1, 21, 16, 27, 23, 10, 6, 0, 13, 9], [8, 4, 25, 7, 3, 1, 21, 16, 27, 23, 19, 6, 0, 11, 9], [8, 4, 25, 7, 3, 1, 21, 16, 27, 23, 19, 13, 9], [8, 4, 25, 7, 3, 26, 21, 16, 27, 14, 19, 6, 0, 11, 9], [8, 4, 25, 7, 3, 26, 21, 16, 27, 14, 19, 13, 9], [8, 4, 25, 7, 3, 26, 21, 16, 27, 23, 10, 6, 0, 11, 9], [8, 4, 25, 7, 3, 26, 21, 16, 27, 23, 10, 6, 0, 13, 9], [8, 4, 25, 7, 3, 26, 21, 16, 27, 23, 19, 6, 0, 11, 9], [8, 4, 25, 7, 3, 26, 21, 16, 27, 23, 19, 13, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 17, 10, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 17, 10, 6, 0, 13, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 17, 10, 6, 19, 13, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 17, 10, 12, 0, 11, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 17, 10, 12, 0, 13, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 17, 10, 23, 19, 13, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 27, 14, 19, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 27, 14, 19, 13, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 27, 23, 10, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 27, 23, 10, 6, 0, 13, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 27, 23, 10, 12, 0, 11, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 27, 23, 10, 12, 0, 13, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 27, 23, 19, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 1, 21, 16, 27, 23, 19, 13, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 17, 10, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 17, 10, 6, 0, 13, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 17, 10, 6, 19, 13, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 17, 10, 12, 0, 11, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 17, 10, 12, 0, 13, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 17, 10, 23, 19, 13, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 27, 14, 19, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 27, 14, 19, 13, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 27, 23, 10, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 27, 23, 10, 6, 0, 13, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 27, 23, 10, 12, 0, 11, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 27, 23, 10, 12, 0, 13, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 27, 23, 19, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 26, 21, 16, 27, 23, 19, 13, 9], [8, 18, 22, 25, 7, 3, 26, 24, 17, 10, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 26, 24, 17, 10, 6, 0, 13, 9], [8, 18, 22, 25, 7, 3, 26, 24, 17, 10, 6, 19, 13, 9], [8, 18, 22, 25, 7, 3, 26, 24, 17, 10, 12, 0, 11, 9], [8, 18, 22, 25, 7, 3, 26, 24, 17, 10, 12, 0, 13, 9], [8, 18, 22, 25, 7, 3, 26, 24, 17, 10, 23, 19, 13, 9], [8, 18, 22, 25, 7, 3, 26, 24, 17, 16, 27, 14, 19, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 26, 24, 17, 16, 27, 14, 19, 13, 9], [8, 18, 22, 25, 7, 3, 26, 24, 17, 16, 27, 23, 19, 6, 0, 11, 9], [8, 18, 22, 25, 7, 3, 26, 24, 17, 16, 27, 23, 19, 13, 9], [8, 18, 22, 25, 7, 20, 24, 17, 10, 6, 0, 11, 9], [8, 18, 22, 25, 7, 20, 24, 17, 10, 6, 0, 13, 9], [8, 18, 22, 25, 7, 20, 24, 17, 10, 6, 19, 13, 9], [8, 18, 22, 25, 7, 20, 24, 17, 10, 12, 0, 11, 9], [8, 18, 22, 25, 7, 20, 24, 17, 10, 12, 0, 13, 9], [8, 18, 22, 25, 7, 20, 24, 17, 10, 23, 19, 13, 9], [8, 18, 22, 25, 7, 20, 24, 17, 16, 27, 14, 19, 6, 0, 11, 9], [8, 18, 22, 25, 7, 20, 24, 17, 16, 27, 14, 19, 13, 9], [8, 18, 22, 25, 7, 20, 24, 17, 16, 27, 23, 19, 6, 0, 11, 9], [8, 18, 22, 25, 7, 20, 24, 17, 16, 27, 23, 19, 13, 9], [8, 18, 22, 25, 7, 20, 24, 26, 21, 16, 27, 14, 19, 6, 0, 11, 9], [8, 18, 22, 25, 7, 20, 24, 26, 21, 16, 27, 14, 19, 13, 9], [8, 18, 22, 25, 7, 20, 24, 26, 21, 16, 27, 23, 10, 6, 0, 11, 9], [8, 18, 22, 25, 7, 20, 24, 26, 21, 16, 27, 23, 10, 6, 0, 13, 9], [8, 18, 22, 25, 7, 20, 24, 26, 21, 16, 27, 23, 10, 12, 0, 11, 9], [8, 18, 22, 25, 7, 20, 24, 26, 21, 16, 27, 23, 10, 12, 0, 13, 9], [8, 18, 22, 25, 7, 20, 24, 26, 21, 16, 27, 23, 19, 6, 0, 11, 9], [8, 18, 22, 25, 7, 20, 24, 26, 21, 16, 27, 23, 19, 13, 9]]",98
