source,target,mincutsets,length
6,25,"[[6], [25], [4, 7], [0, 10, 16], [0, 10, 19], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 19], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [12, 14, 17, 23], [12, 17, 19, 23], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26]]",50
6,26,"[[6], [26], [0, 10, 16], [0, 10, 19], [0, 10, 27], [3, 16, 24], [3, 21, 24], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [7, 16, 24], [7, 21, 24], [10, 12, 16], [10, 12, 19], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 10, 14, 23], [0, 10, 17, 21], [3, 16, 17, 20], [3, 17, 20, 21], [3, 17, 20, 27], [3, 17, 24, 27], [4, 10, 14, 23], [4, 14, 17, 23], [4, 17, 19, 23], [7, 16, 17, 20], [7, 17, 20, 21], [7, 17, 20, 27], [7, 17, 24, 27], [10, 12, 14, 23], [12, 14, 17, 23], [12, 17, 19, 23], [16, 17, 20, 25], [16, 20, 24, 25], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25]]",59
6,27,"[[6], [27], [0, 10, 19], [4, 10, 19], [10, 12, 19], [10, 16, 19], [14, 16, 23], [16, 19, 23], [0, 10, 14, 23], [4, 10, 14, 23], [4, 14, 17, 23], [4, 17, 19, 23], [10, 12, 14, 23], [10, 17, 19, 21], [12, 14, 17, 23], [12, 17, 19, 23], [14, 17, 21, 23], [17, 19, 21, 23], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [7, 14, 17, 23, 26], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25]]",42
7,8,"[[7], [8], [4, 18], [4, 22], [4, 25], [3, 20, 25], [1, 20, 25, 26], [12, 17, 20, 25], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 10, 17, 20, 25], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 6, 17, 20, 23, 25], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]",22
7,9,"[[7], [9], [0, 13], [0, 19], [11, 13], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [6, 12, 13], [6, 12, 19], [10, 12, 16], [10, 12, 19], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 6, 10, 13], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [10, 12, 14, 23], [12, 14, 17, 23], [12, 17, 19, 23], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [4, 6, 13, 17, 23], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]",74
7,10,"[[7], [10], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [12, 16, 17], [12, 17, 21], [12, 17, 27], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [6, 12, 17, 23], [12, 14, 17, 23], [12, 17, 19, 23], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 4, 6, 17, 23], [4, 6, 13, 17, 23], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 6, 17, 20, 23, 25], [6, 13, 17, 20, 23, 25]]",42
7,11,"[[7], [11], [0, 9], [0, 13], [0, 19], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [6, 12, 13], [6, 12, 19], [10, 12, 16], [10, 12, 19], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 6, 10, 13], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [10, 12, 14, 23], [12, 14, 17, 23], [12, 17, 19, 23], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [4, 6, 13, 17, 23], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]",74
7,12,"[[7], [12], [0, 4, 10], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 20, 25, 26], [3, 4, 17, 26], [4, 6, 10, 13], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 4, 6, 17, 23], [0, 10, 17, 20, 25], [4, 6, 13, 17, 23], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 6, 17, 20, 23, 25], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]",41
7,13,"[[7], [13], [0, 19], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [6, 12, 19], [10, 12, 16], [10, 12, 19], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [10, 12, 14, 23], [12, 14, 17, 23], [12, 17, 19, 23], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26]]",67
7,14,"[[7], [14], [19, 27], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 21], [12, 17, 27], [16, 19, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 16, 23], [6, 13, 23, 27], [10, 17, 19, 21], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 19, 21, 23], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [1, 10, 17, 19, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26]]",78
7,15,"[[7], [15], [2, 5], [2, 19], [5, 14], [14, 19], [19, 27], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 21], [12, 17, 27], [16, 19, 23], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [10, 12, 14, 23], [10, 17, 19, 21], [12, 14, 17, 23], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 19, 21, 23], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [1, 10, 17, 19, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [14, 17, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26]]",91
7,16,"[[7], [16], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 17, 21], [4, 21, 24], [12, 17, 21], [17, 21, 27], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 17, 26, 27], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [3, 17, 20, 27], [3, 17, 24, 27], [3, 17, 26, 27], [4, 20, 21, 26], [10, 17, 19, 21], [14, 17, 21, 23], [17, 19, 21, 23], [17, 20, 21, 25], [20, 21, 24, 25], [20, 21, 25, 26], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26]]",61
7,17,"[[7], [17], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 16, 24], [4, 21, 24], [1, 4, 20, 26], [1, 4, 24, 26], [1, 20, 25, 26], [4, 16, 20, 26], [4, 20, 21, 26], [16, 20, 24, 25], [16, 20, 25, 26], [20, 21, 24, 25], [20, 21, 25, 26]]",16
7,18,"[[7], [18], [4, 22], [4, 25], [8, 22], [8, 25], [3, 20, 25], [1, 20, 25, 26], [12, 17, 20, 25], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 10, 17, 20, 25], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 6, 17, 20, 23, 25], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]",23
7,19,"[[7], [19], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [10, 12, 14, 23], [12, 14, 17, 23], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [14, 17, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26]]",74
7,20,"[[7], [20]]",2
7,21,"[[7], [21], [1, 16, 26], [3, 4, 20], [3, 4, 24], [3, 16, 24], [3, 16, 26], [3, 20, 25], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 17, 26, 27], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [3, 16, 17, 20], [3, 17, 20, 27], [3, 17, 24, 27], [3, 17, 26, 27], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26]]",50
7,22,"[[7], [22], [4, 25], [8, 25], [18, 25], [3, 20, 25], [1, 20, 25, 26], [12, 17, 20, 25], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 10, 17, 20, 25], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 6, 17, 20, 23, 25], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]",22
7,23,"[[7], [23], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [10, 19, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [10, 17, 19, 21], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [20, 21, 25, 26], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [1, 10, 17, 19, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [6, 10, 13, 17, 21], [1, 6, 10, 13, 17, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26]]",56
7,24,"[[7], [24], [3, 4, 20], [3, 20, 25], [17, 20, 26], [1, 4, 20, 26], [1, 20, 25, 26], [3, 12, 17, 20], [3, 16, 17, 20], [3, 17, 20, 21], [3, 17, 20, 27], [4, 16, 20, 26], [4, 20, 21, 26], [16, 20, 25, 26], [20, 21, 25, 26], [0, 3, 10, 17, 20], [3, 10, 17, 19, 20], [3, 14, 17, 20, 23], [3, 17, 19, 20, 23], [0, 3, 6, 17, 20, 23], [3, 6, 10, 13, 17, 20], [3, 6, 13, 17, 20, 23]]",22
7,25,"[[7], [25]]",2
7,26,"[[7], [26], [3, 4, 20], [3, 4, 24], [3, 16, 24], [3, 20, 25], [3, 21, 24], [3, 12, 17, 20], [3, 12, 17, 24], [3, 16, 17, 20], [3, 17, 20, 21], [3, 17, 20, 27], [3, 17, 24, 27], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24]]",27
7,27,"[[7], [27], [0, 10, 16], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 10, 16], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 21, 24], [10, 12, 16], [10, 16, 19], [12, 16, 17], [12, 17, 21], [14, 16, 23], [16, 19, 23], [0, 6, 16, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 12, 16, 23], [6, 13, 16, 23], [10, 17, 19, 21], [14, 17, 21, 23], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 19, 21, 23], [17, 20, 21, 25], [20, 21, 24, 25], [20, 21, 25, 26], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26]]",73
8,9,"[[8], [9], [0, 13], [0, 19], [4, 7], [4, 18], [4, 22], [4, 25], [11, 13], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [6, 12, 13], [6, 12, 19], [10, 12, 16], [10, 12, 19], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 6, 10, 13], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [12, 14, 17, 23], [12, 17, 19, 23], [12, 17, 20, 25], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [4, 6, 13, 17, 23], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25]]",76
